순위	선수명	팀명	ERA	G	W	L	SV	HLD	WPCT	IP	H	HR	BB	HBP	SO	R	ER	WHIP
19	이태양	SSG	5.73	40	5	10	0	4	0.333	103 2/3	123	25	32	1	62	66	66	1.50
20	최민준	SSG	5.86	38	3	3	0	4	0.500	86	93	11	50	7	62	56	56	1.66
21	가빌리오	SSG	5.86	15	6	4	0	0	0.600	81 1/3	88	7	30	6	70	54	53	1.45
22	오원석	SSG	5.89	33	7	6	0	2	0.538	110	125	11	73	10	95	84	72	1.80
23	정수민	SSG	6.82	10	1	2	0	0	0.333	30 1/3	34	6	27	1	22	24	23	2.01
24	이채호	SSG	7.20	3	0	0	0	0	-	5	8	2	3	0	3	7	4	2.20
25	조요한	SSG	7.71	6	0	0	0	1	-	7	10	0	9	0	4	6	6	2.71
26	조병현	SSG	8.10	3	0	0	0	0	-	6 2/3	7	1	5	1	8	7	6	1.80
27	정영일	SSG	9.00	1	0	0	0	0	-	2	4	1	0	0	0	2	2	2.00
28	김정빈	SSG	9.87	6	0	1	0	0	0.000	17 1/3	20	5	20	4	21	20	19	2.31
29	김세현	SSG	10.38	5	0	0	0	0	-	4 1/3	9	0	7	0	5	5	5	3.69
30	이건욱	SSG	11.37	5	0	1	0	0	0.000	12 2/3	16	4	19	1	5	16	16	2.76
